Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month,raw_score,score_norm,risk_class,top3_contribs,contribs
C0091,67499,7.6,88.8,15.8,1.0,17.3,0.4,0,0.10342,0.10342,Low,"[('pay', 0.03584), ('minpaid', 0.03476), ('cash', 0.0173)]","{'spend': 0.00032, 'pay': 0.03584, 'minpaid': 0.03476, 'util': 0.0152, 'cash': 0.0173, 'merchant': 0.0}"
C0092,78383,66.4,37.6,76.1,0.81,51.6,20.8,0,0.58334,0.58334,High,"[('pay', 0.19968), ('minpaid', 0.16742), ('util', 0.1328)]","{'spend': 0.01664, 'pay': 0.19968, 'minpaid': 0.16742, 'util': 0.1328, 'cash': 0.0516, 'merchant': 0.0152}"
C0093,183096,19.3,88.8,19.5,1.0,11.3,-10.4,0,0.13696,0.13696,Low,"[('minpaid', 0.0429), ('util', 0.0386), ('pay', 0.03584)]","{'spend': 0.00832, 'pay': 0.03584, 'minpaid': 0.0429, 'util': 0.0386, 'cash': 0.0113, 'merchant': 0.0}"
C0094,52958,12.7,96.6,15.9,1.0,17.1,-12.4,0,0.09828,0.09828,Low,"[('minpaid', 0.03498), ('util', 0.0254), ('cash', 0.0171)]","{'spend': 0.00992, 'pay': 0.01088, 'minpaid': 0.03498, 'util': 0.0254, 'cash': 0.0171, 'merchant': 0.0}"
C0095,93623,22.5,71.5,32.7,1.0,26.7,-11.1,2,0.24372,0.24372,Low,"[('pay', 0.0912), ('minpaid', 0.07194), ('util', 0.045)]","{'spend': 0.00888, 'pay': 0.0912, 'minpaid': 0.07194, 'util': 0.045, 'cash': 0.0267, 'merchant': 0.0}"
C0096,104501,11.9,97.4,7.8,1.0,10.5,-8.5,0,0.06658,0.06658,Low,"[('util', 0.0238), ('minpaid', 0.01716), ('cash', 0.0105)]","{'spend': 0.0068, 'pay': 0.00832, 'minpaid': 0.01716, 'util': 0.0238, 'cash': 0.0105, 'merchant': 0.0}"
C0097,144326,0.0,97.8,7.5,1.0,17.6,-13.1,0,0.05162,0.05162,Low,"[('cash', 0.0176), ('minpaid', 0.0165), ('spend', 0.01048)]","{'spend': 0.01048, 'pay': 0.00704, 'minpaid': 0.0165, 'util': 0.0, 'cash': 0.0176, 'merchant': 0.0}"
C0098,44906,17.4,71.1,21.9,1.0,24.4,30.5,0,0.22426,0.22426,Low,"[('pay', 0.09248), ('minpaid', 0.04818), ('util', 0.0348)]","{'spend': 0.0244, 'pay': 0.09248, 'minpaid': 0.04818, 'util': 0.0348, 'cash': 0.0244, 'merchant': 0.0}"
C0099,166166,53.5,67.3,59.4,1.0,27.9,-4.0,0,0.37342,0.37342,Low,"[('minpaid', 0.13068), ('util', 0.107), ('pay', 0.10464)]","{'spend': 0.0032, 'pay': 0.10464, 'minpaid': 0.13068, 'util': 0.107, 'cash': 0.0279, 'merchant': 0.0}"
C0100,114313,53.0,64.8,42.1,1.0,28.6,-26.3,1,0.3609,0.3609,Low,"[('pay', 0.11264), ('util', 0.106), ('minpaid', 0.09262)]","{'spend': 0.02104, 'pay': 0.11264, 'minpaid': 0.09262, 'util': 0.106, 'cash': 0.0286, 'merchant': 0.0}"
C0101,145570,22.5,91.0,18.0,1.0,11.7,6.7,0,0.13046,0.13046,Low,"[('util', 0.045), ('minpaid', 0.0396), ('pay', 0.0288)]","{'spend': 0.00536, 'pay': 0.0288, 'minpaid': 0.0396, 'util': 0.045, 'cash': 0.0117, 'merchant': 0.0}"
C0102,93618,32.9,63.8,40.9,0.95,24.8,31.1,0,0.3253,0.3253,Low,"[('pay', 0.11584), ('minpaid', 0.08998), ('util', 0.0658)]","{'spend': 0.02488, 'pay': 0.11584, 'minpaid': 0.08998, 'util': 0.0658, 'cash': 0.0248, 'merchant': 0.004}"
C0103,36537,5.2,100.0,11.6,1.0,17.0,-30.6,0,0.0774,0.0774,Low,"[('minpaid', 0.02552), ('spend', 0.02448), ('cash', 0.017)]","{'spend': 0.02448, 'pay': 0.0, 'minpaid': 0.02552, 'util': 0.0104, 'cash': 0.017, 'merchant': 0.0}"
C0104,63041,18.3,89.0,21.8,1.0,24.5,-1.4,0,0.14538,0.14538,Low,"[('minpaid', 0.04796), ('util', 0.0366), ('pay', 0.0352)]","{'spend': 0.00112, 'pay': 0.0352, 'minpaid': 0.04796, 'util': 0.0366, 'cash': 0.0245, 'merchant': 0.0}"
C0105,141116,6.2,91.3,9.1,1.0,18.6,-8.9,0,0.08598,0.08598,Low,"[('pay', 0.02784), ('minpaid', 0.02002), ('cash', 0.0186)]","{'spend': 0.00712, 'pay': 0.02784, 'minpaid': 0.02002, 'util': 0.0124, 'cash': 0.0186, 'merchant': 0.0}"
C0106,91840,16.7,83.8,25.1,1.0,19.3,-7.6,0,0.16584,0.16584,Low,"[('minpaid', 0.05522), ('pay', 0.05184), ('util', 0.0334)]","{'spend': 0.00608, 'pay': 0.05184, 'minpaid': 0.05522, 'util': 0.0334, 'cash': 0.0193, 'merchant': 0.0}"
C0107,87621,40.4,60.9,39.5,0.87,33.7,-20.1,0,0.353,0.353,Low,"[('pay', 0.12512), ('minpaid', 0.0869), ('util', 0.0808)]","{'spend': 0.01608, 'pay': 0.12512, 'minpaid': 0.0869, 'util': 0.0808, 'cash': 0.0337, 'merchant': 0.0104}"
C0108,241086,21.4,89.4,22.8,1.0,14.3,-10.7,0,0.14974,0.14974,Low,"[('minpaid', 0.05016), ('util', 0.0428), ('pay', 0.03392)]","{'spend': 0.00856, 'pay': 0.03392, 'minpaid': 0.05016, 'util': 0.0428, 'cash': 0.0143, 'merchant': 0.0}"
C0109,300000,11.2,99.9,9.7,1.0,20.1,-9.7,0,0.07192,0.07192,Low,"[('util', 0.0224), ('minpaid', 0.02134), ('cash', 0.0201)]","{'spend': 0.00776, 'pay': 0.00032, 'minpaid': 0.02134, 'util': 0.0224, 'cash': 0.0201, 'merchant': 0.0}"
C0110,88184,14.9,95.3,23.4,1.0,18.1,-5.0,0,0.11842,0.11842,Low,"[('minpaid', 0.05148), ('util', 0.0298), ('cash', 0.0181)]","{'spend': 0.004, 'pay': 0.01504, 'minpaid': 0.05148, 'util': 0.0298, 'cash': 0.0181, 'merchant': 0.0}"
C0111,260579,41.5,67.3,40.4,0.92,21.9,7.3,0,0.31066,0.31066,Low,"[('pay', 0.10464), ('minpaid', 0.08888), ('util', 0.083)]","{'spend': 0.00584, 'pay': 0.10464, 'minpaid': 0.08888, 'util': 0.083, 'cash': 0.0219, 'merchant': 0.0064}"
C0112,30065,58.6,34.5,69.7,0.78,40.7,94.3,2,0.61388,0.61388,High,"[('pay', 0.2096), ('minpaid', 0.15334), ('util', 0.1172)]","{'spend': 0.07544, 'pay': 0.2096, 'minpaid': 0.15334, 'util': 0.1172, 'cash': 0.0407, 'merchant': 0.0176}"
C0113,29161,40.7,64.5,56.6,0.88,45.5,13.5,3,0.38542,0.38542,Low,"[('minpaid', 0.12452), ('pay', 0.1136), ('util', 0.0814)]","{'spend': 0.0108, 'pay': 0.1136, 'minpaid': 0.12452, 'util': 0.0814, 'cash': 0.0455, 'merchant': 0.0096}"
C0114,144994,33.4,88.7,15.7,1.0,16.0,-22.8,0,0.17174,0.17174,Low,"[('util', 0.0668), ('pay', 0.03616), ('minpaid', 0.03454)]","{'spend': 0.01824, 'pay': 0.03616, 'minpaid': 0.03454, 'util': 0.0668, 'cash': 0.016, 'merchant': 0.0}"
C0115,77924,8.4,92.5,27.4,1.0,11.7,21.7,0,0.13014,0.13014,Low,"[('minpaid', 0.06028), ('pay', 0.024), ('spend', 0.01736)]","{'spend': 0.01736, 'pay': 0.024, 'minpaid': 0.06028, 'util': 0.0168, 'cash': 0.0117, 'merchant': 0.0}"
C0116,123748,60.9,42.5,79.5,0.85,48.7,-4.1,0,0.54468,0.54468,High,"[('pay', 0.184), ('minpaid', 0.1749), ('util', 0.1218)]","{'spend': 0.00328, 'pay': 0.184, 'minpaid': 0.1749, 'util': 0.1218, 'cash': 0.0487, 'merchant': 0.012}"
C0117,119571,69.8,37.4,82.3,0.78,43.3,6.8,3,0.58732,0.58732,High,"[('pay', 0.20032), ('minpaid', 0.18106), ('util', 0.1396)]","{'spend': 0.00544, 'pay': 0.20032, 'minpaid': 0.18106, 'util': 0.1396, 'cash': 0.0433, 'merchant': 0.0176}"
C0118,85682,25.8,76.3,33.2,1.0,16.9,-3.9,0,0.2205,0.2205,Low,"[('pay', 0.07584), ('minpaid', 0.07304), ('util', 0.0516)]","{'spend': 0.00312, 'pay': 0.07584, 'minpaid': 0.07304, 'util': 0.0516, 'cash': 0.0169, 'merchant': 0.0}"
C0119,130972,12.4,90.8,22.1,0.99,24.7,-7.8,0,0.1346,0.1346,Low,"[('minpaid', 0.04862), ('pay', 0.02944), ('util', 0.0248)]","{'spend': 0.00624, 'pay': 0.02944, 'minpaid': 0.04862, 'util': 0.0248, 'cash': 0.0247, 'merchant': 0.0008}"
C0120,97779,0.7,94.3,6.0,1.0,14.2,2.1,0,0.04872,0.04872,Low,"[('pay', 0.01824), ('cash', 0.0142), ('minpaid', 0.0132)]","{'spend': 0.00168, 'pay': 0.01824, 'minpaid': 0.0132, 'util': 0.0014, 'cash': 0.0142, 'merchant': 0.0}"
C0121,38750,53.2,29.4,73.2,0.71,56.4,10.8,1,0.5816,0.5816,High,"[('pay', 0.22592), ('minpaid', 0.16104), ('util', 0.1064)]","{'spend': 0.00864, 'pay': 0.22592, 'minpaid': 0.16104, 'util': 0.1064, 'cash': 0.0564, 'merchant': 0.0232}"
C0122,101513,0.0,97.0,3.8,1.0,5.1,0.0,0,0.02306,0.02306,Low,"[('pay', 0.0096), ('minpaid', 0.00836), ('cash', 0.0051)]","{'spend': 0.0, 'pay': 0.0096, 'minpaid': 0.00836, 'util': 0.0, 'cash': 0.0051, 'merchant': 0.0}"
C0123,99676,21.6,86.5,26.1,0.93,25.1,27.1,0,0.1962,0.1962,Low,"[('minpaid', 0.05742), ('util', 0.0432), ('pay', 0.0432)]","{'spend': 0.02168, 'pay': 0.0432, 'minpaid': 0.05742, 'util': 0.0432, 'cash': 0.0251, 'merchant': 0.0056}"
C0124,246617,9.5,98.9,7.0,1.0,27.5,22.2,1,0.08318,0.08318,Low,"[('cash', 0.0275), ('util', 0.019), ('spend', 0.01776)]","{'spend': 0.01776, 'pay': 0.00352, 'minpaid': 0.0154, 'util': 0.019, 'cash': 0.0275, 'merchant': 0.0}"
C0125,48372,18.7,71.8,40.1,0.95,34.3,10.8,0,0.2628,0.2628,Low,"[('pay', 0.09024), ('minpaid', 0.08822), ('util', 0.0374)]","{'spend': 0.00864, 'pay': 0.09024, 'minpaid': 0.08822, 'util': 0.0374, 'cash': 0.0343, 'merchant': 0.004}"
C0126,90845,5.1,100.0,10.9,1.0,13.1,-1.1,0,0.04816,0.04816,Low,"[('minpaid', 0.02398), ('cash', 0.0131), ('util', 0.0102)]","{'spend': 0.00088, 'pay': 0.0, 'minpaid': 0.02398, 'util': 0.0102, 'cash': 0.0131, 'merchant': 0.0}"
C0127,71263,26.4,83.9,23.6,1.0,16.0,25.9,0,0.19296,0.19296,Low,"[('util', 0.0528), ('minpaid', 0.05192), ('pay', 0.05152)]","{'spend': 0.02072, 'pay': 0.05152, 'minpaid': 0.05192, 'util': 0.0528, 'cash': 0.016, 'merchant': 0.0}"
C0128,83656,21.2,92.9,21.4,1.0,14.6,-8.5,0,0.1336,0.1336,Low,"[('minpaid', 0.04708), ('util', 0.0424), ('pay', 0.02272)]","{'spend': 0.0068, 'pay': 0.02272, 'minpaid': 0.04708, 'util': 0.0424, 'cash': 0.0146, 'merchant': 0.0}"
C0129,224163,41.8,54.7,54.5,0.89,42.0,-51.5,0,0.44046,0.44046,Medium,"[('pay', 0.14496), ('minpaid', 0.1199), ('util', 0.0836)]","{'spend': 0.0412, 'pay': 0.14496, 'minpaid': 0.1199, 'util': 0.0836, 'cash': 0.042, 'merchant': 0.0088}"
C0130,110837,45.0,70.1,44.3,1.0,30.3,29.3,1,0.33688,0.33688,Low,"[('minpaid', 0.09746), ('pay', 0.09568), ('util', 0.09)]","{'spend': 0.02344, 'pay': 0.09568, 'minpaid': 0.09746, 'util': 0.09, 'cash': 0.0303, 'merchant': 0.0}"
C0131,69707,20.9,81.7,23.9,1.0,14.1,-2.0,0,0.16864,0.16864,Low,"[('pay', 0.05856), ('minpaid', 0.05258), ('util', 0.0418)]","{'spend': 0.0016, 'pay': 0.05856, 'minpaid': 0.05258, 'util': 0.0418, 'cash': 0.0141, 'merchant': 0.0}"
C0132,97947,34.4,70.9,39.2,1.0,26.6,-0.7,2,0.27532,0.27532,Low,"[('pay', 0.09312), ('minpaid', 0.08624), ('util', 0.0688)]","{'spend': 0.00056, 'pay': 0.09312, 'minpaid': 0.08624, 'util': 0.0688, 'cash': 0.0266, 'merchant': 0.0}"
C0133,137167,14.8,86.7,26.6,1.0,12.0,-19.1,0,0.15796,0.15796,Low,"[('minpaid', 0.05852), ('pay', 0.04256), ('util', 0.0296)]","{'spend': 0.01528, 'pay': 0.04256, 'minpaid': 0.05852, 'util': 0.0296, 'cash': 0.012, 'merchant': 0.0}"
C0134,52096,51.4,61.5,53.2,1.0,44.8,-25.8,2,0.40848,0.40848,Medium,"[('pay', 0.1232), ('minpaid', 0.11704), ('util', 0.1028)]","{'spend': 0.02064, 'pay': 0.1232, 'minpaid': 0.11704, 'util': 0.1028, 'cash': 0.0448, 'merchant': 0.0}"
C0135,77822,12.4,95.7,10.0,1.0,15.1,9.8,0,0.0835,0.0835,Low,"[('util', 0.0248), ('minpaid', 0.022), ('cash', 0.0151)]","{'spend': 0.00784, 'pay': 0.01376, 'minpaid': 0.022, 'util': 0.0248, 'cash': 0.0151, 'merchant': 0.0}"
C0136,210193,74.8,30.6,92.5,0.74,56.5,-17.2,3,0.66624,0.66624,High,"[('pay', 0.22208), ('minpaid', 0.2035), ('util', 0.1496)]","{'spend': 0.01376, 'pay': 0.22208, 'minpaid': 0.2035, 'util': 0.1496, 'cash': 0.0565, 'merchant': 0.0208}"
C0137,144127,10.9,89.4,16.9,1.0,19.1,-15.2,0,0.12416,0.12416,Low,"[('minpaid', 0.03718), ('pay', 0.03392), ('util', 0.0218)]","{'spend': 0.01216, 'pay': 0.03392, 'minpaid': 0.03718, 'util': 0.0218, 'cash': 0.0191, 'merchant': 0.0}"
C0138,87809,16.8,81.7,21.1,0.94,18.1,12.6,0,0.17156,0.17156,Low,"[('pay', 0.05856), ('minpaid', 0.04642), ('util', 0.0336)]","{'spend': 0.01008, 'pay': 0.05856, 'minpaid': 0.04642, 'util': 0.0336, 'cash': 0.0181, 'merchant': 0.0048}"
C0139,69213,22.9,89.2,12.7,1.0,7.3,16.9,0,0.12912,0.12912,Low,"[('util', 0.0458), ('pay', 0.03456), ('minpaid', 0.02794)]","{'spend': 0.01352, 'pay': 0.03456, 'minpaid': 0.02794, 'util': 0.0458, 'cash': 0.0073, 'merchant': 0.0}"
C0140,82688,38.0,67.5,57.4,0.98,40.1,2.1,0,0.34966,0.34966,Low,"[('minpaid', 0.12628), ('pay', 0.104), ('util', 0.076)]","{'spend': 0.00168, 'pay': 0.104, 'minpaid': 0.12628, 'util': 0.076, 'cash': 0.0401, 'merchant': 0.0016}"
C0141,38349,45.7,50.7,62.3,0.99,37.3,-50.7,1,0.46488,0.46488,Medium,"[('pay', 0.15776), ('minpaid', 0.13706), ('util', 0.0914)]","{'spend': 0.04056, 'pay': 0.15776, 'minpaid': 0.13706, 'util': 0.0914, 'cash': 0.0373, 'merchant': 0.0008}"
C0142,151181,61.4,40.5,74.2,0.75,56.2,-20.9,0,0.56936,0.56936,High,"[('pay', 0.1904), ('minpaid', 0.16324), ('util', 0.1228)]","{'spend': 0.01672, 'pay': 0.1904, 'minpaid': 0.16324, 'util': 0.1228, 'cash': 0.0562, 'merchant': 0.02}"
C0143,108575,10.1,97.6,10.0,1.0,6.9,-2.8,0,0.05902,0.05902,Low,"[('minpaid', 0.022), ('util', 0.0202), ('pay', 0.00768)]","{'spend': 0.00224, 'pay': 0.00768, 'minpaid': 0.022, 'util': 0.0202, 'cash': 0.0069, 'merchant': 0.0}"
C0144,97112,8.5,87.3,9.6,1.0,11.5,10.3,0,0.0985,0.0985,Low,"[('pay', 0.04064), ('minpaid', 0.02112), ('util', 0.017)]","{'spend': 0.00824, 'pay': 0.04064, 'minpaid': 0.02112, 'util': 0.017, 'cash': 0.0115, 'merchant': 0.0}"
C0145,44090,18.7,89.6,16.2,1.0,19.5,-24.5,0,0.14542,0.14542,Low,"[('util', 0.0374), ('minpaid', 0.03564), ('pay', 0.03328)]","{'spend': 0.0196, 'pay': 0.03328, 'minpaid': 0.03564, 'util': 0.0374, 'cash': 0.0195, 'merchant': 0.0}"
C0146,60739,31.2,73.3,26.9,1.0,27.1,-12.0,0,0.24372,0.24372,Low,"[('pay', 0.08544), ('util', 0.0624), ('minpaid', 0.05918)]","{'spend': 0.0096, 'pay': 0.08544, 'minpaid': 0.05918, 'util': 0.0624, 'cash': 0.0271, 'merchant': 0.0}"
C0147,119435,61.2,33.4,82.7,0.75,54.3,29.3,2,0.6152,0.6152,High,"[('pay', 0.21312), ('minpaid', 0.18194), ('util', 0.1224)]","{'spend': 0.02344, 'pay': 0.21312, 'minpaid': 0.18194, 'util': 0.1224, 'cash': 0.0543, 'merchant': 0.02}"
C0148,103705,7.2,90.8,11.4,1.0,6.5,-9.3,0,0.08286,0.08286,Low,"[('pay', 0.02944), ('minpaid', 0.02508), ('util', 0.0144)]","{'spend': 0.00744, 'pay': 0.02944, 'minpaid': 0.02508, 'util': 0.0144, 'cash': 0.0065, 'merchant': 0.0}"
C0149,68485,18.1,95.7,27.9,1.0,19.3,-6.5,0,0.13584,0.13584,Low,"[('minpaid', 0.06138), ('util', 0.0362), ('cash', 0.0193)]","{'spend': 0.0052, 'pay': 0.01376, 'minpaid': 0.06138, 'util': 0.0362, 'cash': 0.0193, 'merchant': 0.0}"
C0150,118815,2.7,94.2,8.8,1.0,13.7,-1.1,0,0.0579,0.0579,Low,"[('minpaid', 0.01936), ('pay', 0.01856), ('cash', 0.0137)]","{'spend': 0.00088, 'pay': 0.01856, 'minpaid': 0.01936, 'util': 0.0054, 'cash': 0.0137, 'merchant': 0.0}"
C0151,150828,21.0,84.5,22.8,1.0,14.9,-7.3,0,0.1625,0.1625,Low,"[('minpaid', 0.05016), ('pay', 0.0496), ('util', 0.042)]","{'spend': 0.00584, 'pay': 0.0496, 'minpaid': 0.05016, 'util': 0.042, 'cash': 0.0149, 'merchant': 0.0}"
C0152,62088,36.9,75.6,34.1,1.0,20.4,10.4,0,0.25562,0.25562,Low,"[('pay', 0.07808), ('minpaid', 0.07502), ('util', 0.0738)]","{'spend': 0.00832, 'pay': 0.07808, 'minpaid': 0.07502, 'util': 0.0738, 'cash': 0.0204, 'merchant': 0.0}"
C0153,67211,12.1,87.9,15.8,1.0,10.9,14.1,0,0.11986,0.11986,Low,"[('pay', 0.03872), ('minpaid', 0.03476), ('util', 0.0242)]","{'spend': 0.01128, 'pay': 0.03872, 'minpaid': 0.03476, 'util': 0.0242, 'cash': 0.0109, 'merchant': 0.0}"
C0154,55778,5.7,96.3,4.4,1.0,24.8,-6.1,0,0.0626,0.0626,Low,"[('cash', 0.0248), ('pay', 0.01184), ('util', 0.0114)]","{'spend': 0.00488, 'pay': 0.01184, 'minpaid': 0.00968, 'util': 0.0114, 'cash': 0.0248, 'merchant': 0.0}"
C0155,47675,29.5,73.3,21.1,1.0,13.9,-3.1,0,0.20724,0.20724,Low,"[('pay', 0.08544), ('util', 0.059), ('minpaid', 0.04642)]","{'spend': 0.00248, 'pay': 0.08544, 'minpaid': 0.04642, 'util': 0.059, 'cash': 0.0139, 'merchant': 0.0}"
C0156,139488,11.2,96.8,8.0,1.0,12.6,0.1,0,0.06292,0.06292,Low,"[('util', 0.0224), ('minpaid', 0.0176), ('cash', 0.0126)]","{'spend': 8e-05, 'pay': 0.01024, 'minpaid': 0.0176, 'util': 0.0224, 'cash': 0.0126, 'merchant': 0.0}"
C0157,119143,12.1,91.4,21.7,1.0,25.9,-5.0,1,0.12936,0.12936,Low,"[('minpaid', 0.04774), ('pay', 0.02752), ('cash', 0.0259)]","{'spend': 0.004, 'pay': 0.02752, 'minpaid': 0.04774, 'util': 0.0242, 'cash': 0.0259, 'merchant': 0.0}"
C0158,108430,13.5,94.4,12.8,1.0,4.1,-7.3,0,0.08302,0.08302,Low,"[('minpaid', 0.02816), ('util', 0.027), ('pay', 0.01792)]","{'spend': 0.00584, 'pay': 0.01792, 'minpaid': 0.02816, 'util': 0.027, 'cash': 0.0041, 'merchant': 0.0}"
C0159,47235,10.2,100.0,6.3,1.0,13.4,5.0,0,0.05166,0.05166,Low,"[('util', 0.0204), ('minpaid', 0.01386), ('cash', 0.0134)]","{'spend': 0.004, 'pay': 0.0, 'minpaid': 0.01386, 'util': 0.0204, 'cash': 0.0134, 'merchant': 0.0}"
C0160,50629,9.5,89.7,6.6,1.0,5.4,-2.4,0,0.0738,0.0738,Low,"[('pay', 0.03296), ('util', 0.019), ('minpaid', 0.01452)]","{'spend': 0.00192, 'pay': 0.03296, 'minpaid': 0.01452, 'util': 0.019, 'cash': 0.0054, 'merchant': 0.0}"
C0161,86712,9.1,95.9,24.8,1.0,26.6,-2.0,0,0.11408,0.11408,Low,"[('minpaid', 0.05456), ('cash', 0.0266), ('util', 0.0182)]","{'spend': 0.0016, 'pay': 0.01312, 'minpaid': 0.05456, 'util': 0.0182, 'cash': 0.0266, 'merchant': 0.0}"
C0162,71704,26.6,84.9,27.6,1.0,15.6,-31.7,0,0.2032,0.2032,Low,"[('minpaid', 0.06072), ('util', 0.0532), ('pay', 0.04832)]","{'spend': 0.02536, 'pay': 0.04832, 'minpaid': 0.06072, 'util': 0.0532, 'cash': 0.0156, 'merchant': 0.0}"
C0163,96145,29.7,73.0,48.3,0.88,22.5,8.8,0,0.2912,0.2912,Low,"[('minpaid', 0.10626), ('pay', 0.0864), ('util', 0.0594)]","{'spend': 0.00704, 'pay': 0.0864, 'minpaid': 0.10626, 'util': 0.0594, 'cash': 0.0225, 'merchant': 0.0096}"
C0164,61275,32.2,86.0,30.8,0.95,21.5,4.9,0,0.20638,0.20638,Low,"[('minpaid', 0.06776), ('util', 0.0644), ('pay', 0.0448)]","{'spend': 0.00392, 'pay': 0.0448, 'minpaid': 0.06776, 'util': 0.0644, 'cash': 0.0215, 'merchant': 0.004}"
C0165,128963,15.2,99.4,8.7,1.0,8.0,12.0,0,0.06906,0.06906,Low,"[('util', 0.0304), ('minpaid', 0.01914), ('spend', 0.0096)]","{'spend': 0.0096, 'pay': 0.00192, 'minpaid': 0.01914, 'util': 0.0304, 'cash': 0.008, 'merchant': 0.0}"
C0166,242142,12.5,79.2,22.9,1.0,23.0,-11.9,0,0.17446,0.17446,Low,"[('pay', 0.06656), ('minpaid', 0.05038), ('util', 0.025)]","{'spend': 0.00952, 'pay': 0.06656, 'minpaid': 0.05038, 'util': 0.025, 'cash': 0.023, 'merchant': 0.0}"
C0167,210702,3.4,85.8,13.0,1.0,29.3,15.6,0,0.12262,0.12262,Low,"[('pay', 0.04544), ('cash', 0.0293), ('minpaid', 0.0286)]","{'spend': 0.01248, 'pay': 0.04544, 'minpaid': 0.0286, 'util': 0.0068, 'cash': 0.0293, 'merchant': 0.0}"
C0168,218163,65.4,41.3,71.9,0.69,41.5,2.3,1,0.54496,0.54496,High,"[('pay', 0.18784), ('minpaid', 0.15818), ('util', 0.1308)]","{'spend': 0.00184, 'pay': 0.18784, 'minpaid': 0.15818, 'util': 0.1308, 'cash': 0.0415, 'merchant': 0.0248}"
C0169,93585,18.8,77.4,25.6,1.0,21.1,-5.6,0,0.19182,0.19182,Low,"[('pay', 0.07232), ('minpaid', 0.05632), ('util', 0.0376)]","{'spend': 0.00448, 'pay': 0.07232, 'minpaid': 0.05632, 'util': 0.0376, 'cash': 0.0211, 'merchant': 0.0}"
C0170,149407,21.1,83.3,19.2,1.0,19.9,-9.7,0,0.16554,0.16554,Low,"[('pay', 0.05344), ('minpaid', 0.04224), ('util', 0.0422)]","{'spend': 0.00776, 'pay': 0.05344, 'minpaid': 0.04224, 'util': 0.0422, 'cash': 0.0199, 'merchant': 0.0}"
C0171,73153,44.0,63.2,51.0,1.0,32.6,3.5,3,0.35336,0.35336,Low,"[('pay', 0.11776), ('minpaid', 0.1122), ('util', 0.088)]","{'spend': 0.0028, 'pay': 0.11776, 'minpaid': 0.1122, 'util': 0.088, 'cash': 0.0326, 'merchant': 0.0}"
C0172,149276,48.9,63.0,47.8,0.98,30.8,15.8,0,0.3664,0.3664,Low,"[('pay', 0.1184), ('minpaid', 0.10516), ('util', 0.0978)]","{'spend': 0.01264, 'pay': 0.1184, 'minpaid': 0.10516, 'util': 0.0978, 'cash': 0.0308, 'merchant': 0.0016}"
C0173,73089,9.3,100.0,5.9,1.0,7.3,-6.7,0,0.04424,0.04424,Low,"[('util', 0.0186), ('minpaid', 0.01298), ('cash', 0.0073)]","{'spend': 0.00536, 'pay': 0.0, 'minpaid': 0.01298, 'util': 0.0186, 'cash': 0.0073, 'merchant': 0.0}"
C0174,68777,0.0,100.0,13.4,1.0,21.4,-10.9,0,0.0596,0.0596,Low,"[('minpaid', 0.02948), ('cash', 0.0214), ('spend', 0.00872)]","{'spend': 0.00872, 'pay': 0.0, 'minpaid': 0.02948, 'util': 0.0, 'cash': 0.0214, 'merchant': 0.0}"
C0175,63142,61.0,34.9,83.4,0.87,51.0,1.6,0,0.57648,0.57648,High,"[('pay', 0.20832), ('minpaid', 0.18348), ('util', 0.122)]","{'spend': 0.00128, 'pay': 0.20832, 'minpaid': 0.18348, 'util': 0.122, 'cash': 0.051, 'merchant': 0.0104}"
C0176,132203,23.8,84.9,23.1,1.0,38.9,-8.1,0,0.19212,0.19212,Low,"[('minpaid', 0.05082), ('pay', 0.04832), ('util', 0.0476)]","{'spend': 0.00648, 'pay': 0.04832, 'minpaid': 0.05082, 'util': 0.0476, 'cash': 0.0389, 'merchant': 0.0}"
C0177,104719,18.3,93.0,19.0,1.0,22.4,-3.8,0,0.12624,0.12624,Low,"[('minpaid', 0.0418), ('util', 0.0366), ('pay', 0.0224)]","{'spend': 0.00304, 'pay': 0.0224, 'minpaid': 0.0418, 'util': 0.0366, 'cash': 0.0224, 'merchant': 0.0}"
C0178,99712,32.1,87.4,19.6,1.0,14.4,14.8,0,0.17388,0.17388,Low,"[('util', 0.0642), ('minpaid', 0.04312), ('pay', 0.04032)]","{'spend': 0.01184, 'pay': 0.04032, 'minpaid': 0.04312, 'util': 0.0642, 'cash': 0.0144, 'merchant': 0.0}"
C0179,48082,15.0,80.7,29.5,1.0,23.2,8.0,0,0.18626,0.18626,Low,"[('minpaid', 0.0649), ('pay', 0.06176), ('util', 0.03)]","{'spend': 0.0064, 'pay': 0.06176, 'minpaid': 0.0649, 'util': 0.03, 'cash': 0.0232, 'merchant': 0.0}"
C0180,97300,32.1,85.0,20.4,1.0,9.7,-0.6,0,0.16726,0.16726,Low,"[('util', 0.0642), ('pay', 0.048), ('minpaid', 0.04488)]","{'spend': 0.00048, 'pay': 0.048, 'minpaid': 0.04488, 'util': 0.0642, 'cash': 0.0097, 'merchant': 0.0}"
C0181,40748,16.5,90.6,12.2,1.0,7.3,5.1,0,0.1013,0.1013,Low,"[('util', 0.033), ('pay', 0.03008), ('minpaid', 0.02684)]","{'spend': 0.00408, 'pay': 0.03008, 'minpaid': 0.02684, 'util': 0.033, 'cash': 0.0073, 'merchant': 0.0}"
